Fighter1,Fighter2,Weight Class,Winning Method,Round,Time,Win/Loss (Fighter1),Win Rate (Fighter 1),Total Fights (Fighter 1),Win (Fighter 1),Lose (Fighter 1),Draw (Fighter 1),SLpM (Fighter 1),Str. Acc. (Fighter 1),SApM (Fighter 1),Str. Def (Fighter 1),TD Avg. (Fighter 1),TD Acc. (Fighter 1),TD Def. (Fighter 1),Sub. Avg. (Fighter 1),Win Rate (Fighter 2),Total Fights (Fighter 2),Win (Fighter 2),Lose (Fighter 2),Draw (Fighter 2),SLpM (Fighter 2),Str. Acc. (Fighter 2),SApM (Fighter 2),Str. Def (Fighter 2),TD Avg. (Fighter 2),TD Acc. (Fighter 2),TD Def. (Fighter 2),Sub. Avg. (Fighter 2)
Syuri Kondo,Poliana Botelho,Women's Strawweight,KO/TKO Kick,1,0:33,Lose,67%,9,6,3,0,5.4,44%,7.22,58%,0,0%,83%,0.3,62%,13,8,5,0,2.9,58%,2.8,54%,0.85,57%,76%,0
Humberto Bandenay,Gabriel Benitez,Featherweight,KO/TKO Slam,1,0:39,Lose,67%,21,14,7,0,2.22,41%,4.79,41%,2.9,46%,62%,0.5,66%,35,23,12,0,4.92,41%,4.26,62%,0.24,50%,55%,1
Brandon Davis,Enrique Barzola,Featherweight,U-DEC,3,5:00,Lose,58%,24,14,10,0,4.68,35%,4.62,58%,0.74,42%,57%,0.1,71%,24,17,5,2,3.91,41%,2.97,68%,4.2,45%,66%,0.3
Henry Briones,Frankie Saenz,Bantamweight,U-DEC,3,5:00,Lose,64%,25,16,8,1,3.47,42%,4.68,53%,0,0%,52%,0.6,65%,20,13,7,0,3.94,47%,3.5,52%,1.74,31%,61%,0.1
Felipe Silva,Claudio Puelles,Lightweight,SUB Kneebar,3,2:23,Lose,80%,10,8,2,0,5.4,50%,1.8,59%,1,100%,71%,0,76%,17,13,4,0,1.56,49%,2.78,46%,3.17,36%,60%,1.2
Raquel Pennington,Amanda Nunes,Women's Bantamweight,KO/TKO Punches,5,2:36,Lose,64%,25,16,9,0,4.14,52%,3.29,60%,0.9,27%,63%,0.7,82%,28,23,5,0,4.55,51%,2.62,57%,2.73,54%,82%,0.7
Jacare Souza,Kelvin Gastelum,Middleweight,S-DEC,3,5:00,Lose,72%,36,26,10,0,2.53,47%,2.83,62%,2.57,39%,57%,1.3,67%,27,18,9,0,3.55,41%,3.23,58%,0.96,30%,59%,0.1
Amanda Cooper,Mackenzie Dern,Women's Strawweight,SUB Rear Naked Choke,1,2:27,Lose,38%,8,3,5,0,3.55,44%,3.2,51%,1.53,38%,28%,1.8,72%,18,13,5,0,3.31,40%,4.09,51%,0.79,15%,28%,1.3
Brian Kelleher,John Lineker,Bantamweight,KO/TKO Punch,3,3:43,Lose,62%,39,24,15,0,3.39,41%,4.64,54%,1.74,41%,60%,0.7,78%,40,31,9,0,5.36,40%,4.27,56%,0.56,58%,67%,0.6
Vitor Belfort,Lyoto Machida,Middleweight,KO/TKO Kick,2,1:00,Lose,65%,40,26,14,0,1.59,46%,2.83,50%,1.02,60%,53%,0.6,75%,32,24,8,0,2.59,53%,1.57,61%,1.21,65%,75%,0.4
Karl Roberson,Cezar Ferreira,Middleweight,SUB Arm Triangle,1,4:45,Lose,60%,15,9,6,0,2.57,51%,2.42,57%,0.72,40%,42%,0.5,62%,21,13,8,0,1.9,42%,2.44,53%,2.69,53%,84%,0.5
Junior Albini,Aleksei Oleinik,Heavyweight,SUB Ezekiel Choke,1,1:45,Lose,70%,20,14,6,0,3.98,51%,6.08,52%,1.54,37%,100%,0,77%,78,60,17,1,3.29,48%,3.8,44%,1.82,46%,37%,1.9
Nick Hein,Davi Ramos,Lightweight,SUB Rear Naked Choke,1,4:15,Lose,74%,19,14,5,0,2.65,35%,3.61,59%,0.86,33%,83%,0,71%,14,10,4,0,2.64,37%,3.44,56%,1.95,40%,83%,0.6
Sean Strickland,Elizeu Zaleski dos Santos,Welterweight,KO/TKO Kick,1,3:40,Lose,82%,34,28,6,0,5.91,41%,4.33,62%,0.85,64%,77%,0.2,75%,32,24,7,1,4.52,42%,3.33,57%,0.43,13%,68%,0.4
Sultan Aliev,Warlley Alves,Welterweight,KO/TKO,2,5:00,Lose,83%,18,15,3,0,1.41,45%,2.2,56%,1.76,38%,100%,0,68%,22,15,7,0,3.25,48%,4.21,50%,1.35,50%,80%,0.9
Thales Leites,Jack Hermansson,Middleweight,KO/TKO Punches,3,2:10,Lose,76%,37,28,9,0,2.13,40%,2.99,52%,2.1,27%,30%,1.1,75%,32,24,8,0,5.09,44%,3.69,56%,1.53,30%,80%,0.4
Alberto Mina,Ramazan Emeev,Welterweight,U-DEC,3,5:00,Lose,93%,14,13,1,0,3.23,38%,3.7,47%,1.85,20%,50%,0,77%,26,20,6,0,2.53,45%,2.14,65%,2.37,29%,66%,0.7
James Bochnovic,Markus Perez,Middleweight,SUB Rear Naked Choke,1,4:28,Lose,73%,11,8,3,0,0.65,26%,3.64,21%,0,0%,0%,0,71%,17,12,5,0,2.6,47%,3.72,52%,0.81,25%,77%,1
Edson Barboza,Kevin Lee,Lightweight,KO/TKO,5,2:18,Lose,69%,35,24,11,0,4.18,45%,4.34,57%,0.48,50%,75%,0.1,69%,26,18,8,0,3.88,42%,3.6,50%,3.18,43%,75%,0.8
Cub Swanson,Frankie Edgar,Featherweight,U-DEC,3,5:00,Lose,69%,42,29,13,0,4.7,50%,3.84,59%,1.09,52%,61%,0.4,66%,35,23,11,1,3.77,40%,2.82,65%,2.29,31%,65%,0.3
Chase Sherman,Justin Willis,Heavyweight,U-DEC,3,5:00,Lose,57%,28,16,12,0,6.04,45%,6.65,52%,0.09,50%,74%,0,80%,10,8,2,0,3.37,59%,2.57,57%,0.96,66%,36%,0
Thiago Santos,David Branch,Middleweight,KO/TKO Punch,1,2:30,Lose,67%,33,22,11,0,3.72,48%,2.57,53%,0.88,33%,65%,0.1,79%,28,22,6,0,1.66,39%,1.91,56%,2.55,32%,43%,0
Brett Johns,Aljamain Sterling,Bantamweight,U-DEC,3,5:00,Lose,89%,19,17,2,0,2.86,49%,3.84,53%,4.92,49%,58%,1,86%,28,24,4,0,4.61,52%,2.3,58%,2.31,27%,45%,0.7
Jim Miller,Dan Hooker,Lightweight,KO/TKO Knee,1,3:00,Lose,67%,55,37,18,0,2.99,42%,3.5,56%,1.53,44%,47%,1.7,66%,35,23,12,0,5.08,48%,4.76,51%,0.79,34%,80%,0.4
Alex Garcia,Ryan LaFlare,Welterweight,U-DEC,3,5:00,Lose,71%,21,15,6,0,1.81,31%,3.03,59%,3.72,52%,66%,0.1,82%,17,14,3,0,2.89,40%,1.86,63%,2.13,44%,58%,0.2
Merab Dvalishvili,Ricky Simon,Bantamweight,SUB Guillotine Choke,3,5:00,Lose,81%,21,17,4,0,4.5,41%,2.37,57%,6.43,36%,80%,0.3,80%,25,20,5,0,3.01,43%,3.61,61%,5.49,46%,76%,0.4
Luan Chagas,Siyar Bahadurzada,Welterweight,KO/TKO Kick,2,2:40,Lose,79%,19,15,3,1,4.16,47%,3.19,62%,0.32,12%,85%,0.3,73%,33,24,8,1,2.91,40%,3.23,49%,1.32,61%,62%,0.3
Patrick Cummins,Corey Anderson,Light Heavyweight,U-DEC,3,5:00,Lose,59%,17,10,7,0,4.26,50%,3.35,55%,4.49,41%,28%,0.1,74%,19,14,5,0,4.43,46%,2.22,59%,4.89,50%,83%,0
Keita Nakamura,Anthony Rocco Martin,Welterweight,U-DEC,3,5:00,Lose,77%,44,34,10,0,2.23,36%,3.2,58%,1.65,48%,63%,0.3,74%,23,17,6,0,2.68,37%,2.59,58%,0.71,27%,68%,1
Justin Gaethje,Dustin Poirier,Lightweight,KO/TKO Punch,4,0:33,Lose,83%,30,25,5,0,6.78,59%,7.46,52%,0.11,25%,75%,0,79%,38,30,8,0,5.45,51%,4.36,53%,1.33,36%,63%,1.4
Carlos Condit,Alex Oliveira,Welterweight,SUB Guillotine Choke,2,3:17,Lose,70%,46,32,14,0,3.66,39%,2.67,55%,0.59,46%,38%,1,65%,34,22,12,0,2.99,51%,2.55,46%,2.35,38%,63%,0.6
Marvin Vettori,Israel Adesanya,Middleweight,S-DEC,3,5:00,Lose,70%,27,19,7,1,4.56,45%,4.24,56%,1.66,45%,69%,0.5,89%,27,24,3,0,3.93,48%,3.11,56%,0.05,14%,77%,0.1
Cortney Casey,Michelle Waterson-Gomez,Women's Strawweight,S-DEC,3,5:00,Lose,50%,20,10,10,0,4.29,39%,4,55%,0.39,31%,39%,0.5,60%,30,18,12,0,3.56,46%,4.19,49%,1.42,32%,70%,0.7
Tim Boetsch,Antonio Carlos Junior,Middleweight,SUB Rear Naked Choke,1,4:28,Lose,62%,34,21,13,0,2.93,50%,2.9,57%,1.45,34%,59%,0.8,69%,16,11,5,0,1.95,42%,2.14,52%,3.42,39%,53%,0.8
Ricky Rainey,Muslim Salikhov,Welterweight,KO/TKO Punch,2,4:12,Lose,67%,18,12,6,0,2.55,48%,2.62,46%,0.95,18%,55%,0,79%,24,19,5,0,3.36,51%,2.94,62%,1.27,40%,73%,0
Wilson Reis,John Moraga,Flyweight,U-DEC,3,5:00,Lose,70%,33,23,10,0,1.83,29%,3.04,55%,5.15,42%,47%,0.6,73%,26,19,7,0,2.57,43%,2.55,56%,0.62,23%,44%,1.1
Krzysztof Jotko,Brad Tavares,Middleweight,KO/TKO Punch,3,2:16,Lose,80%,30,24,6,0,2.98,42%,2.23,57%,1.33,39%,82%,0.1,67%,30,20,10,0,3.38,43%,3.15,55%,0.78,26%,81%,0
Dan Moret,Gilbert Burns,Lightweight,KO/TKO Punch,2,0:59,Lose,68%,19,13,6,0,2.67,43%,3.56,43%,1.25,27%,45%,0.4,76%,29,22,7,0,3.29,48%,3.42,54%,2.24,38%,50%,0.5
Shana Dobson,Lauren Mueller,Women's Flyweight,U-DEC,3,5:00,Lose,44%,9,4,5,0,3.34,37%,5.2,50%,0.84,50%,14%,0,63%,8,5,3,0,4.08,41%,3.77,58%,0.7,50%,71%,0
Dhiego Lima,Yushin Okami,Welterweight,U-DEC,3,5:00,Lose,65%,26,17,9,0,3.12,39%,3.88,58%,1.26,34%,73%,0.6,74%,46,34,12,0,2.06,38%,2.25,60%,1.98,39%,84%,0.5
Arjan Bhullar,Adam Wieczorek,Heavyweight,SUB Omoplata,2,1:59,Lose,90%,10,9,1,0,2.33,56%,3.25,59%,1.73,75%,100%,0,83%,12,10,2,0,1.68,38%,1.87,48%,0.41,33%,58%,0.4
Matthew Lopez,Alejandro Perez,Bantamweight,KO/TKO Punches,2,3:42,Lose,71%,14,10,4,0,3.13,50%,3.73,55%,3.32,60%,71%,1.3,70%,33,23,9,1,3.45,35%,3.18,61%,0.54,22%,70%,0.3
Patrick Williams,Luke Sanders,Bantamweight,U-DEC,3,5:00,Lose,57%,14,8,6,0,4.12,51%,4.12,52%,2.71,41%,100%,0.5,72%,18,13,5,0,6.61,52%,4.37,50%,0.71,30%,72%,0.2
Al Iaquinta,Khabib Nurmagomedov,Lightweight,U-DEC,5,5:00,Lose,64%,22,14,7,1,4.06,40%,4.53,61%,0.63,18%,74%,0.2,100%,29,29,0,0,4.1,48%,1.75,65%,5.32,48%,84%,0.8
Joanna Jedrzejczyk,Rose Namajunas,Women's Strawweight,U-DEC,5,5:00,Lose,76%,21,16,5,0,6.28,48%,3.25,62%,0.27,62%,80%,0.1,68%,19,13,6,0,3.69,41%,3.51,63%,1.38,47%,59%,0.5
Calvin Kattar,Renato Moicano,Featherweight,U-DEC,3,5:00,Lose,74%,31,23,8,0,4.76,39%,6.75,54%,0.39,29%,72%,0.1,76%,25,19,5,1,4.38,48%,3.68,60%,1.89,45%,72%,0.6
Kyle Bochniak,Zabit Magomedsharipov,Featherweight,U-DEC,3,5:00,Lose,62%,13,8,5,0,2.63,31%,5.11,58%,1.14,15%,62%,0,95%,19,18,1,0,4.89,48%,3,64%,5.22,56%,77%,0.8
Joe Lauzon,Chris Gruetzemacher,Lightweight,KO/TKO,2,5:00,Lose,64%,44,28,16,0,2.84,39%,5.39,54%,2.39,45%,54%,2,75%,20,15,5,0,6.18,57%,4.96,52%,0.21,50%,65%,0
Felice Herrig,Karolina Kowalkiewicz,Women's Strawweight,S-DEC,3,5:00,Lose,58%,24,14,10,0,3.84,37%,5.19,48%,1.08,28%,75%,0.8,70%,23,16,7,0,5.92,43%,5.55,59%,0.36,26%,74%,0.2
Evan Dunham,Olivier Aubin-Mercier,Lightweight,KO/TKO Knees,1,0:53,Lose,64%,28,18,9,1,5.33,39%,3.54,61%,1.82,33%,79%,1,69%,16,11,5,0,2.48,51%,2.97,55%,2.36,33%,70%,0.5
Bec Rawlings,Ashlee Evans-Smith,Women's Flyweight,U-DEC,3,5:00,Lose,47%,15,7,8,0,4.48,42%,5.66,57%,0.71,40%,68%,0.4,50%,12,6,6,0,4.03,34%,4.59,53%,0.95,22%,50%,0
Mike Rodriguez,Devin Clark,Light Heavyweight,U-DEC,3,5:00,Lose,61%,18,11,7,0,4.35,53%,4.24,41%,0,0%,37%,0,61%,23,14,9,0,3.03,54%,3.24,44%,2.17,32%,58%,0.1
Fabricio Werdum,Alexander Volkov,Heavyweight,KO/TKO Punch,4,1:38,Lose,71%,34,24,9,1,3.59,52%,2.64,55%,1.75,31%,31%,1.2,79%,47,37,10,0,5.1,57%,3,54%,0.49,63%,73%,0.2
Jimi Manuwa,Jan Blachowicz,Light Heavyweight,U-DEC,3,5:00,Lose,74%,23,17,6,0,3.43,54%,3.97,49%,0.53,18%,70%,0.4,73%,40,29,10,1,3.41,50%,2.91,53%,1.09,50%,68%,0.3
Terrion Ware,Tom Duquesnoy,Bantamweight,U-DEC,3,5:00,Lose,65%,26,17,9,0,4.02,32%,6.07,50%,0.5,22%,44%,0,89%,18,16,2,0,3.83,45%,5.3,62%,0.42,25%,46%,0
Peter Sobotta,Leon Edwards,Welterweight,KO/TKO Punch,3,4:59,Lose,68%,25,17,7,1,2.14,40%,2.9,58%,1.53,32%,77%,0.5,88%,25,22,3,0,2.75,53%,2.34,54%,1.25,34%,70%,0.4
John Phillips,Charles Byrd,Middleweight,SUB Rear Naked Choke,1,3:58,Lose,67%,33,22,11,0,1.72,34%,4.03,49%,0,0%,7%,0,59%,17,10,7,0,3.43,55%,2.63,55%,2.5,50%,40%,1.5
Oliver Enkamp,Danny Roberts,Welterweight,KO/TKO Punch,1,2:12,Lose,78%,9,7,2,0,2.38,36%,3.55,37%,0.87,16%,0%,0,69%,26,18,8,0,3.18,39%,3.73,50%,0.24,9%,57%,0.2
Hakeem Dawodu,Danny Henry,Featherweight,SUB Guillotine Choke,1,0:39,Lose,72%,18,13,4,1,5.45,50%,3.37,56%,0,0%,65%,0,75%,16,12,4,0,5.2,51%,4.16,45%,0.74,33%,50%,2.2
Magomed Ankalaev,Paul Craig,Light Heavyweight,SUB Triangle Choke,3,4:59,Lose,95%,20,19,1,0,3.64,53%,2.25,59%,1.02,31%,86%,0,68%,25,17,7,1,2.42,46%,2.86,45%,1.76,22%,37%,1.6
Stevie Ray,Kajan Johnson,Lightweight,S-DEC,3,5:00,Lose,72%,32,23,9,0,3.73,44%,2.93,54%,0.75,46%,55%,0.6,62%,37,23,13,1,2.47,42%,1.59,64%,1.54,37%,62%,0.2
Mark Godbeer,Dmitry Sosnovskiy,Heavyweight,SUB Rear Naked Choke,2,4:29,Lose,76%,17,13,4,0,3.97,53%,3.3,54%,0,0%,28%,0,100%,11,11,0,0,2.95,70%,2.53,35%,3.16,66%,100%,3.2
Yana Santos,Cristiane Justino,Women's Featherweight,KO/TKO Punches,1,3:25,Lose,64%,22,14,8,0,4.16,56%,3.03,50%,1.11,53%,42%,0.1,91%,23,21,2,0,7.28,52%,2.25,64%,0.66,55%,94%,0.4
Frankie Edgar,Brian Ortega,Featherweight,KO/TKO Punch,1,4:44,Lose,66%,35,23,11,1,3.77,40%,2.82,65%,2.29,31%,65%,0.3,84%,19,16,3,0,4.07,38%,6.54,49%,1.17,27%,57%,1.2
Andre Soukhamthath,Sean O'Malley,Bantamweight,U-DEC,3,5:00,Lose,62%,21,13,8,0,2.77,44%,4.31,49%,1.25,53%,58%,0.2,95%,19,18,1,0,7.63,61%,3.52,62%,0.35,42%,62%,0.3
Stefan Struve,Andrei Arlovski,Heavyweight,U-DEC,3,5:00,Lose,72%,46,33,13,0,3.12,47%,4.04,46%,0.56,46%,55%,1.7,60%,57,34,23,0,3.78,45%,3.2,57%,0.38,36%,76%,0.2
Cat Zingano,Ketlen Vieira,Women's Bantamweight,S-DEC,3,5:00,Lose,71%,14,10,4,0,2.57,61%,1.63,47%,2.77,65%,42%,0.8,82%,17,14,3,0,3.04,41%,3.92,51%,1.51,44%,92%,0.6
Ashley Yoder,Mackenzie Dern,Women's Strawweight,S-DEC,3,5:00,Lose,47%,17,8,9,0,3.42,39%,4.13,47%,1.09,27%,66%,0.6,72%,18,13,5,0,3.31,40%,4.09,51%,0.79,15%,28%,1.3
Beneil Dariush,Alexander Hernandez,Lightweight,KO/TKO Punch,1,0:42,Lose,76%,29,22,6,1,3.78,48%,2.65,57%,1.9,34%,80%,0.9,64%,22,14,8,0,4.33,41%,4.66,55%,1.06,31%,59%,0.1
Pedro Munhoz,John Dodson,Bantamweight,S-DEC,3,5:00,Lose,69%,29,20,9,0,5.32,43%,6.23,56%,0.51,18%,82%,0.5,65%,34,22,12,0,3.2,40%,3.58,61%,0.71,28%,82%,0
Hector Lombard,CB Dollaway,Middleweight,DQ,1,5:00,Lose,77%,44,34,10,0,3.02,46%,3.35,53%,1.69,48%,77%,0.5,65%,26,17,9,0,2.65,47%,2.58,54%,3.55,54%,62%,1.2
Mike Pyle,Zak Ottow,Welterweight,KO/TKO Punches,1,2:34,Lose,64%,42,27,14,1,2.74,45%,2.84,60%,1.8,35%,70%,1.5,71%,24,17,7,0,2.63,36%,2.73,58%,0.97,29%,57%,0.4
Bryan Caraway,Cody Stamann,Bantamweight,S-DEC,3,5:00,Lose,70%,30,21,9,0,2.53,34%,3.61,54%,2.57,25%,80%,0.8,75%,28,21,6,1,4.39,47%,3.63,62%,2.34,39%,76%,0
Adam Milstead,Jordan Johnson,Light Heavyweight,S-DEC,3,5:00,Lose,67%,12,8,4,0,3.85,46%,4.79,43%,0,0%,64%,0,100%,10,10,0,0,3.45,47%,2.64,53%,3.25,42%,100%,1.2
Josh Emmett,Jeremy Stephens,Featherweight,KO/TKO Punch,2,1:35,Lose,83%,23,19,4,0,4.04,36%,4.61,61%,0.91,37%,46%,0.1,60%,47,28,19,0,3.17,40%,3.05,58%,1.16,38%,65%,0.4
Tecia Pennington,Jessica Andrade,Women's Strawweight,U-DEC,3,5:00,Lose,68%,19,13,6,0,4.74,48%,3.59,61%,0.66,14%,61%,0.1,68%,38,26,12,0,6.62,50%,5.37,55%,2.37,55%,72%,0.3
Ovince Saint Preux,Ilir Latifi,Light Heavyweight,SUB Guillotine Choke,1,3:48,Lose,61%,44,27,17,0,3.03,47%,3.32,47%,1.1,36%,67%,0.5,65%,26,17,9,0,2.05,45%,2.93,56%,2.11,35%,100%,0.3
Mike Perry,Max Griffin,Welterweight,U-DEC,3,5:00,Lose,64%,22,14,8,0,4.32,47%,5.16,52%,0.81,40%,78%,0.2,67%,30,20,10,0,3.92,49%,3.81,57%,1.45,41%,68%,0.3
Renan Barao,Brian Kelleher,Bantamweight,U-DEC,3,5:00,Lose,79%,43,34,9,0,3.78,36%,3.9,57%,1.49,41%,91%,0.5,62%,39,24,15,0,3.39,41%,4.64,54%,1.74,41%,60%,0.7
Sara McMann,Marion Reneau,Women's Bantamweight,SUB Triangle Choke,2,3:40,Lose,68%,19,13,6,0,2.26,46%,1.92,47%,4.38,65%,50%,0.5,50%,18,9,8,1,3.2,41%,3.52,59%,0.62,63%,50%,0.8
Maryna Moroz,Angela Hill,Women's Strawweight,U-DEC,3,5:00,Lose,65%,17,11,6,0,4.42,33%,4.89,51%,0.7,24%,42%,0.6,55%,29,16,13,0,5.44,50%,4.94,61%,0.73,34%,75%,0.1
Ben Saunders,Alan Jouban,Welterweight,KO/TKO Punch,2,2:38,Lose,59%,37,22,13,2,3.23,50%,3.58,51%,0.2,40%,66%,1.3,71%,24,17,7,0,5.67,50%,3.77,60%,0.51,44%,58%,0.3
Marcin Prachnio,Sam Alvey,Light Heavyweight,KO/TKO Punch,1,4:23,Lose,71%,24,17,7,0,5.61,55%,3.3,54%,0.17,20%,58%,0,65%,51,33,18,0,3.28,44%,3.63,52%,0.06,14%,82%,0.1
Russell Doane,Rani Yahya,Bantamweight,SUB Arm Triangle,3,2:32,Lose,65%,23,15,8,0,1.75,40%,1.68,53%,2.11,45%,52%,0.8,72%,39,28,11,0,1.59,37%,1.77,50%,2.86,32%,24%,1.9
Eric Shelton,Alex Perez,Flyweight,U-DEC,3,5:00,Lose,67%,18,12,6,0,2.57,42%,1.88,63%,2.83,51%,46%,0.2,75%,32,24,8,0,4.12,46%,3.14,59%,2.26,44%,82%,1
Albert Morales,Manny Bermudez,Bantamweight,SUB Guillotine Choke,2,2:33,Lose,58%,12,7,4,1,3.81,35%,3.96,56%,0.91,35%,70%,0.2,88%,16,14,2,0,2.92,61%,2.68,46%,3.06,54%,0%,3.1
Yancy Medeiros,Donald Cerrone,Welterweight,KO/TKO Punch,1,4:58,Lose,65%,23,15,8,0,4.36,37%,5.67,47%,0.33,50%,73%,0.7,68%,53,36,17,0,4.41,46%,4.48,53%,1.16,33%,73%,1.2
Marcin Tybura,Derrick Lewis,Heavyweight,KO/TKO Punch,3,2:48,Lose,76%,33,25,8,0,3.6,48%,3.35,55%,1.43,33%,79%,0.1,69%,39,27,12,0,2.43,50%,2.48,40%,0.53,26%,53%,0
Francisco Trinaldo,James Vick,Lightweight,U-DEC,3,5:00,Lose,76%,37,28,9,0,3.13,45%,2.67,60%,0.98,42%,60%,0.5,72%,18,13,5,0,4.13,39%,3.31,60%,0.26,33%,57%,0.7
Thiago Alves,Curtis Millender,Welterweight,KO/TKO Knee,2,4:17,Lose,61%,38,23,15,0,3.73,41%,3.42,62%,0.71,60%,63%,0.3,77%,22,17,5,0,3.86,46%,2.95,61%,0.43,100%,57%,0
Steven Peterson,Brandon Davis,Featherweight,U-DEC,3,5:00,Lose,63%,30,19,11,0,4.76,40%,5.94,53%,1.42,26%,64%,0.7,58%,24,14,10,0,4.68,35%,4.62,58%,0.74,42%,57%,0.1
Thibault Gouti,Sage Northcutt,Lightweight,U-DEC,3,5:00,Lose,71%,17,12,5,0,3.68,34%,5.64,50%,1.23,80%,83%,0.3,85%,13,11,2,0,3.58,52%,1.96,58%,1.81,34%,41%,0.6
Jared Gordon,Diego Ferreira,Lightweight,KO/TKO Punch,1,1:58,Lose,77%,26,20,6,0,5.39,57%,3.4,57%,1.95,40%,62%,0,78%,23,18,5,0,4.66,37%,3.42,56%,0.71,22%,63%,0.7
Brian Camozzi,Geoff Neal,Welterweight,SUB Rear Naked Choke,1,2:48,Lose,58%,12,7,5,0,3.15,26%,6.39,54%,0,0%,0%,0.7,71%,21,15,6,0,4.97,50%,5.47,57%,0.46,44%,87%,0.1
Joby Sanchez,Robert Sanchez,Flyweight,SUB Rear Naked Choke,1,1:50,Lose,73%,15,11,4,0,3.22,36%,2.82,63%,0.95,71%,51%,0.4,80%,10,8,2,0,0.96,40%,1.78,46%,3.61,62%,50%,0.7
Sarah Moras,Lucie Pudilova,Women's Bantamweight,U-DEC,3,5:00,Lose,43%,14,6,8,0,2.28,34%,3.58,50%,0.67,21%,33%,0.8,61%,23,14,9,0,3.68,37%,3.83,51%,0.55,27%,66%,0.7
Joshua Burkman,Alex Morono,Welterweight,SUB Guillotine Choke,1,2:12,Lose,64%,44,28,16,0,2.69,43%,3.13,51%,2.53,36%,72%,0.3,73%,33,24,9,0,4.87,40%,4.16,58%,0.32,22%,55%,0.4
Tim Williams,Oskar Piechota,Middleweight,KO/TKO Punch,1,1:54,Lose,75%,20,15,5,0,3.07,38%,3.55,48%,1.81,40%,100%,0,79%,14,11,3,0,3.3,52%,3.93,51%,0.61,40%,38%,1.5
Luke Rockhold,Yoel Romero,Middleweight,KO/TKO Punch,3,1:48,Lose,73%,22,16,6,0,4.1,49%,2.68,53%,0.7,29%,65%,1,72%,18,13,5,0,3.44,49%,3.05,60%,1.57,30%,78%,0
Mark Hunt,Curtis Blaydes,Heavyweight,U-DEC,3,5:00,Lose,48%,27,13,14,0,2.81,43%,2.9,51%,0.51,55%,64%,0.2,82%,22,18,4,0,3.53,50%,1.83,59%,5.72,53%,31%,0
Cyril Asker,Tai Tuivasa,Heavyweight,KO/TKO Elbow,1,2:18,Lose,69%,13,9,4,0,3.35,39%,5.82,35%,4.41,62%,100%,0.9,68%,22,15,7,0,3.96,49%,5.05,43%,0,0%,57%,0
Li Jingliang,Jake Matthews,Welterweight,U-DEC,3,5:00,Lose,70%,27,19,8,0,4.46,42%,3.84,57%,1.25,41%,60%,0,73%,26,19,7,0,3.3,45%,2.56,60%,1.59,40%,62%,0.6
Saparbeg Safarov,Tyson Pedro,Light Heavyweight,SUB Kimura,1,3:54,Lose,75%,12,9,3,0,4.03,48%,2.96,47%,2.52,41%,33%,0,67%,15,10,5,0,2.9,59%,2.39,56%,0.76,30%,50%,0.8
Damien Brown,Dong Hyun Ma,Lightweight,S-DEC,3,5:00,Lose,59%,29,17,12,0,3.66,38%,4.86,50%,0.68,27%,53%,0.7,53%,30,16,11,3,2.84,41%,4.1,54%,1.27,53%,33%,0
Rob Wilkinson,Israel Adesanya,Middleweight,KO/TKO Punches,2,3:37,Lose,85%,13,11,2,0,2.74,50%,5.66,39%,4.47,25%,0%,0,89%,27,24,3,0,3.93,48%,3.11,56%,0.05,14%,77%,0.1
Jeremy Kennedy,Alexander Volkanovski,Featherweight,KO/TKO Punches,2,4:57,Lose,92%,12,11,1,0,2.22,46%,2.58,47%,5.73,52%,66%,0,87%,30,26,4,0,6.16,56%,3.44,58%,1.78,37%,70%,0.2
Ben Nguyen,Jussier Formiga,Flyweight,SUB Rear Naked Choke,3,1:43,Lose,67%,24,16,8,0,3.51,40%,3.01,59%,0.25,33%,63%,1,74%,31,23,8,0,1.42,39%,2.34,64%,1.82,35%,87%,0.6
Mizuto Hirota,Ross Pearson,Lightweight,U-DEC,3,5:00,Lose,60%,30,18,10,2,3.36,40%,3.5,54%,1.36,50%,58%,0.1,56%,36,20,16,0,3.68,40%,4.09,62%,0.74,35%,75%,0
Teruto Ishihara,Jose Quinonez,Bantamweight,U-DEC,3,5:00,Lose,53%,19,10,7,2,3.26,44%,3.63,53%,0.5,16%,30%,0,64%,14,9,5,0,3.6,45%,3,64%,2.7,47%,42%,0.6
Daichi Abe,Luke Jumeau,Welterweight,U-DEC,3,5:00,Lose,75%,8,6,2,0,3.8,33%,4.49,56%,0.33,50%,0%,0,72%,18,13,5,0,2.93,43%,3.17,58%,0.25,100%,86%,0
Eryk Anders,Lyoto Machida,Middleweight,S-DEC,5,5:00,Lose,67%,24,16,8,0,3.41,47%,4.17,50%,1.79,26%,79%,0.1,75%,32,24,8,0,2.59,53%,1.57,61%,1.21,65%,75%,0.4
Priscila Cachoeira,Valentina Shevchenko,Women's Flyweight,SUB Rear Naked Choke,2,4:25,Lose,67%,18,12,6,0,3.76,44%,7.03,43%,0.15,33%,65%,0,82%,28,23,4,1,3.28,52%,2.11,62%,2.56,63%,71%,0.4
Desmond Green,Michel Prazeres,Lightweight,U-DEC,3,5:00,Lose,74%,31,23,8,0,3.7,46%,2.51,69%,1.62,50%,75%,0,87%,30,26,4,0,2.38,47%,2.51,57%,3.94,36%,47%,0.6
